entry_time,exit_time,direction,pnl_abs,win
2016-01-21 06:00:00,2016-01-21 08:00:00,L,-500.0,False
2016-01-21 12:00:00,2016-01-21 14:00:00,L,-497.5,False
2016-01-22 10:00:00,2016-01-22 12:00:00,L,-495.0125,False
2016-01-22 16:00:00,2016-01-22 18:00:00,L,-492.5374375,False
2016-01-27 12:00:00,2016-01-27 14:00:00,L,-490.07475031250004,False
2016-01-28 10:00:00,2016-01-28 18:00:00,L,-487.62437656093755,False
2016-01-29 18:00:00,2016-01-31 22:00:00,L,247.1067840057912,True
2016-02-02 10:00:00,2016-02-02 14:00:00,L,770.0986143304782,True
2016-02-03 12:00:00,2016-02-03 14:00:00,L,1470.8168450094427,True
2016-02-05 16:00:00,2016-02-05 18:00:00,L,1492.8790976845842,True
2016-02-09 20:00:00,2016-02-10 02:00:00,L,373.0533656678091,True
2016-02-10 14:00:00,2016-02-10 20:00:00,L,1385.1303109394835,True
2016-02-12 06:00:00,2016-02-12 10:00:00,L,-513.8816797663208,False
2016-02-17 14:00:00,2016-02-17 16:00:00,L,-511.3122713674892,False
2016-02-19 06:00:00,2016-02-19 08:00:00,L,-508.75571001065174,False
2016-02-19 12:00:00,2016-02-19 18:00:00,L,23.1252284659816,True
2016-02-25 14:00:00,2016-02-25 18:00:00,L,920.6897189883144,True
2016-03-01 10:00:00,2016-03-01 14:00:00,L,-510.93100619787003,False
2016-03-01 20:00:00,2016-03-02 02:00:00,L,-508.3763511668806,False
2016-03-04 06:00:00,2016-03-04 10:00:00,L,1517.5034082331388,True
2016-03-06 22:00:00,2016-03-07 02:00:00,L,95.62272385133379,True
2016-03-07 06:00:00,2016-03-07 10:00:00,L,1541.7003002144058,True
2016-03-07 20:00:00,2016-03-07 22:00:00,L,-521.6086015725407,False
2016-03-08 08:00:00,2016-03-08 14:00:00,L,-135.99670071074664,False
2016-03-11 12:00:00,2016-03-11 14:00:00,L,-518.3205750611241,False
2016-03-16 20:00:00,2016-03-17 00:00:00,L,-279.96369115400717,False
2016-03-17 06:00:00,2016-03-17 10:00:00,L,1206.284692749409,True
2016-03-18 18:00:00,2016-03-20 22:00:00,L,-221.00466031817794,False
2016-03-24 14:00:00,2016-03-24 18:00:00,S,-519.2555538922047,False
2016-03-28 14:00:00,2016-03-28 20:00:00,S,44.02705504832444,True
2016-04-04 00:00:00,2016-04-04 06:00:00,S,240.19688919312716,True
2016-04-04 16:00:00,2016-04-04 22:00:00,S,297.1865612064595,True
2016-04-05 22:00:00,2016-04-06 02:00:00,L,-519.5663286499832,False
2016-04-06 18:00:00,2016-04-06 22:00:00,S,-202.25040326284014,False
2016-04-07 20:00:00,2016-04-08 00:00:00,L,-515.9572449904192,False
2016-04-08 06:00:00,2016-04-08 10:00:00,L,-513.377458765467,False
2016-04-12 16:00:00,2016-04-13 00:00:00,L,-510.8105714716398,False
2016-04-13 08:00:00,2016-04-13 10:00:00,L,-508.2565186142816,False
2016-04-14 10:00:00,2016-04-14 12:00:00,S,1517.1457080636305,True
2016-04-15 08:00:00,2016-04-15 12:00:00,S,54.23054526086317,True
2016-04-15 18:00:00,2016-04-17 22:00:00,S,-513.5721172878327,False
2016-04-20 14:00:00,2016-04-20 16:00:00,L,-511.00425670139356,False
2016-04-21 20:00:00,2016-04-22 02:00:00,L,-39.530523458592725,False
2016-04-26 14:00:00,2016-04-26 18:00:00,L,77.89476587560252,True
2016-04-27 18:00:00,2016-04-27 22:00:00,L,-508.6410566299717,False
2016-04-28 08:00:00,2016-04-28 12:00:00,L,-95.62208826438989,False
2016-05-02 20:00:00,2016-05-03 00:00:00,L,408.2884235121551,True
2016-05-03 08:00:00,2016-05-03 10:00:00,L,-507.6611830230607,False
2016-05-03 20:00:00,2016-05-04 00:00:00,L,-10.100920474196522,False
2016-05-04 06:00:00,2016-05-04 10:00:00,L,-505.0723725055744,False
2016-05-05 10:00:00,2016-05-05 12:00:00,L,1507.6410319291394,True
2016-05-16 20:00:00,2016-05-17 00:00:00,L,335.2710066426569,True
2016-05-18 14:00:00,2016-05-18 20:00:00,S,1535.2847125077164,True
2016-05-23 22:00:00,2016-05-24 02:00:00,S,398.6174572346463,True
2016-05-25 22:00:00,2016-05-26 00:00:00,S,-521.4310816846173,False
2016-05-27 10:00:00,2016-05-27 12:00:00,S,-518.8239262761942,False
2016-05-30 16:00:00,2016-05-30 22:00:00,S,-516.2298066448133,False
2016-05-31 20:00:00,2016-05-31 22:00:00,S,-513.6486576115892,False
2016-06-01 14:00:00,2016-06-01 16:00:00,S,1533.241242970594,True
2016-06-02 06:00:00,2016-06-02 12:00:00,S,78.79067579390588,True
2016-06-06 12:00:00,2016-06-06 16:00:00,L,817.0714489699703,True
2016-06-07 08:00:00,2016-06-07 10:00:00,L,-523.2259311622037,False
2016-06-07 14:00:00,2016-06-07 18:00:00,L,1140.0294022765297,True
2016-06-09 10:00:00,2016-06-09 12:00:00,L,-526.3099485177753,False
2016-06-14 12:00:00,2016-06-14 14:00:00,L,-523.6783987751863,False
2016-06-14 18:00:00,2016-06-14 22:00:00,L,-56.95474945502542,False
2016-06-15 12:00:00,2016-06-15 14:00:00,L,1562.3256991021058,True
2016-06-16 14:00:00,2016-06-16 16:00:00,L,-528.5868615295459,False
2016-06-20 14:00:00,2016-06-20 18:00:00,L,732.7521790963173,True
2016-06-23 14:00:00,2016-06-23 20:00:00,S,974.1497442546682,True
2016-06-24 12:00:00,2016-06-24 16:00:00,L,-534.4784368386531,False
2016-06-27 18:00:00,2016-06-28 00:00:00,L,-37.633408583581286,False
2016-06-28 06:00:00,2016-06-28 08:00:00,L,-531.6178776115419,False
2016-06-28 10:00:00,2016-06-28 12:00:00,L,1586.8793646704526,True
2016-06-29 14:00:00,2016-06-29 18:00:00,L,200.9594703219468,True
2016-06-29 22:00:00,2016-06-30 02:00:00,L,252.08783046580652,True
2016-07-07 20:00:00,2016-07-08 00:00:00,L,-170.07769703913291,False
2016-07-08 12:00:00,2016-07-08 18:00:00,L,1614.9270991967392,True
2016-07-11 16:00:00,2016-07-11 18:00:00,L,-546.3836685615634,False
2016-07-25 22:00:00,2016-07-26 02:00:00,S,-543.6517502187555,False
2016-07-26 08:00:00,2016-07-26 14:00:00,S,364.8424695843662,True
2016-07-28 22:00:00,2016-07-29 04:00:00,L,1256.2837307687228,True
2016-07-29 10:00:00,2016-07-29 12:00:00,L,1647.117367408282,True
2016-08-02 06:00:00,2016-08-02 08:00:00,L,1671.8241279194062,True
2016-08-04 10:00:00,2016-08-04 14:00:00,L,1696.901489838197,True
2016-08-04 22:00:00,2016-08-05 02:00:00,L,-82.9509822483302,False
2016-08-10 18:00:00,2016-08-10 22:00:00,L,54.70372540127035,True
2016-08-11 06:00:00,2016-08-11 10:00:00,L,727.8457823918507,True
2016-08-16 16:00:00,2016-08-16 20:00:00,L,-494.280301830834,False
2016-08-17 08:00:00,2016-08-17 12:00:00,L,290.2926567415164,True
2016-08-18 12:00:00,2016-08-18 14:00:00,L,-576.5963917975341,False
2016-08-22 14:00:00,2016-08-22 16:00:00,S,-573.7134098385465,False
2016-08-22 20:00:00,2016-08-23 00:00:00,S,337.9107659208021,True
2016-08-23 14:00:00,2016-08-23 18:00:00,S,213.57672954831574,True
2016-08-25 08:00:00,2016-08-25 12:00:00,S,1324.2570708743808,True
2016-08-26 08:00:00,2016-08-26 14:00:00,S,-580.2235656210712,False
2016-08-29 22:00:00,2016-08-30 00:00:00,S,-577.3224477929658,False
2016-08-31 08:00:00,2016-08-31 10:00:00,S,-574.4358355540011,False
2016-09-01 06:00:00,2016-09-01 08:00:00,S,1714.6909691286933,True
2016-09-01 22:00:00,2016-09-02 02:00:00,S,410.4901045788639,True
2016-09-07 14:00:00,2016-09-07 16:00:00,L,-582.1895617447689,False
2016-09-07 18:00:00,2016-09-08 00:00:00,L,150.53127141064846,True
2016-09-09 06:00:00,2016-09-09 10:00:00,S,1965.4499654470626,True
2016-09-12 20:00:00,2016-09-12 22:00:00,S,-589.8585201203335,False
2016-09-13 12:00:00,2016-09-13 14:00:00,S,-586.9092275197318,False
