month_end,equity_end,return_pct,max_dd_pct,worst_day_pct,n_trades,wr_pct,obj_m,obj_dd,obj_wd,obj_tpm,passes
2025-08,1639575.7900,4.9015,-2.5640,-0.5000,22,36.3636,True,True,True,True,True
2025-09,1696608.5000,3.4785,-3.9450,-1.4925,17,35.2941,True,True,True,True,True
2025-10,1721722.1700,1.4802,-1.7292,-0.9975,15,40.0000,False,True,True,True,False
2025-11,1780858.7100,3.4347,-2.9627,-0.9975,16,37.5000,True,True,True,True,True
2025-12,1877473.2900,5.4252,-1.9850,-0.9975,21,38.0952,True,True,True,True,True
2026-01,1895440.4200,0.9570,-3.2289,-1.4925,16,31.2500,False,True,True,True,False
2026-02,2023104.7000,6.7353,-1.9850,-1.4925,21,42.8571,True,True,True,True,True
2026-03,2031567.7900,0.4183,-1.7769,-0.9975,16,31.2500,False,True,True,True,False
2026-04,2068189.6500,1.8026,-1.6635,-0.9975,10,40.0000,False,True,True,True,False
2026-05,2061928.1100,-0.3028,-1.4925,-1.4925,4,25.0000,False,True,True,False,False
