entry_time,exit_time,direction,pnl_abs,win
2016-03-07 06:00:00,2016-03-07 09:00:00,L,2000.0,True
2016-03-07 18:00:00,2016-03-08 00:00:00,L,1145.4009701388431,True
2016-03-08 06:00:00,2016-03-08 12:00:00,L,933.2611306500294,True
2016-03-08 15:00:00,2016-03-08 18:00:00,L,-520.3933105039443,False
2016-03-09 12:00:00,2016-03-09 15:00:00,L,-517.7913439514247,False
2016-03-11 06:00:00,2016-03-11 09:00:00,L,-515.2023872316676,False
2016-03-11 21:00:00,2016-03-14 00:00:00,L,756.9870822322562,True
2016-03-14 12:00:00,2016-03-14 15:00:00,L,-516.4113107066705,False
2016-03-15 18:00:00,2016-03-16 00:00:00,L,455.35312858691003,True
2016-03-16 18:00:00,2016-03-16 21:00:00,L,2064.4240791842867,True
2016-03-17 18:00:00,2016-03-18 00:00:00,L,25.67896717029605,True
2016-03-18 09:00:00,2016-03-18 12:00:00,L,-526.5565350278447,False
2016-03-22 18:00:00,2016-03-23 00:00:00,L,531.3369066830758,True
2016-04-14 00:00:00,2016-04-14 06:00:00,L,24.98076746788925,True
2016-04-20 06:00:00,2016-04-20 12:00:00,L,2037.0028596910292,True
2016-04-20 21:00:00,2016-04-21 03:00:00,L,1783.6462100573542,True
2016-04-21 18:00:00,2016-04-22 03:00:00,L,120.75463592893374,True
2016-05-02 18:00:00,2016-05-02 21:00:00,L,-546.4123592518469,False
2016-05-03 06:00:00,2016-05-03 09:00:00,L,-543.6802974555876,False
2016-05-03 15:00:00,2016-05-03 21:00:00,L,11.134084842890065,True
2016-05-04 06:00:00,2016-05-04 09:00:00,L,-541.0175663925241,False
2016-05-04 18:00:00,2016-05-04 21:00:00,L,2153.249914242246,True
2016-05-05 18:00:00,2016-05-06 03:00:00,L,1100.773326048393,True
2016-05-08 21:00:00,2016-05-09 00:00:00,L,-554.5825947620148,False
2016-05-09 06:00:00,2016-05-09 09:00:00,L,-551.8096817882047,False
2016-05-12 06:00:00,2016-05-12 09:00:00,L,-549.0506333792637,False
2016-05-12 21:00:00,2016-05-13 03:00:00,L,616.5731142335941,True
2016-05-16 18:00:00,2016-05-17 00:00:00,L,873.7814840848986,True
2016-05-17 09:00:00,2016-05-17 12:00:00,L,-553.7571532039599,False
2016-06-09 09:00:00,2016-06-09 12:00:00,L,-550.9883674379402,False
2016-06-10 09:00:00,2016-06-10 12:00:00,L,2192.933702403002,True
2016-06-14 06:00:00,2016-06-14 12:00:00,L,2552.8457456089945,True
2016-06-15 09:00:00,2016-06-15 12:00:00,L,-571.9623228408104,False
2016-06-16 12:00:00,2016-06-16 15:00:00,L,-569.1025112266063,False
2016-06-16 18:00:00,2016-06-16 21:00:00,L,-566.2569986704733,False
2016-06-20 12:00:00,2016-06-20 15:00:00,L,2253.7028547084838,True
