month_end,equity_end,return_pct,max_dd_pct,worst_day_pct,n_trades,wr_pct,obj_m,obj_dd,obj_wd,obj_tpm,passes
2016-01,97284.3600,-2.7156,-2.9627,-0.9975,7,14.2857,False,True,True,True,False
2016-02,102186.2000,5.0387,-1.4925,-0.5000,10,70.0000,True,True,True,True,True
2016-03,103375.8800,1.1642,-1.3956,-0.5000,13,38.4615,False,True,True,True,False
2016-04,101123.9500,-2.1784,-2.6843,-0.9975,16,31.2500,False,True,True,True,False
2016-05,102216.0800,1.0800,-1.9850,-0.5099,12,41.6667,False,True,True,True,False
2016-06,107831.8800,5.4940,-1.0516,-0.5544,18,55.5556,True,True,True,True,True
2016-07,111454.9400,3.3599,-0.9975,-0.5000,7,57.1429,True,True,True,True,True
2016-08,114312.7300,2.5641,-1.4925,-0.5000,15,53.3333,True,True,True,True,True
2016-09,122591.1400,7.2419,-2.4751,-0.9975,19,52.6316,True,True,True,True,True
2016-10,120961.9100,-1.3290,-1.8965,-0.8148,13,30.7692,False,True,True,True,False
2016-11,124166.5700,2.6493,-1.0204,-0.9975,12,50.0000,True,True,True,True,True
2016-12,123762.3400,-0.3256,-1.5296,-0.5000,14,35.7143,False,True,True,True,False
2017-01,123129.9500,-0.5110,-1.0971,-0.5000,6,33.3333,False,True,True,False,False
2017-02,128047.7400,3.9940,-1.4925,-0.5000,11,54.5455,True,True,True,True,True
2017-03,133912.9600,4.5805,-1.9850,-0.9975,14,57.1429,True,True,True,True,True
2017-04,136677.8300,2.0647,-1.1128,-0.5000,10,50.0000,True,True,True,True,True
2017-05,139503.8900,2.0677,-1.5679,-0.9975,15,46.6667,True,True,True,True,True
2017-06,134288.5400,-3.7385,-3.7385,-0.9975,10,10.0000,False,True,True,True,False
2017-07,133038.2600,-0.9310,-1.9850,-0.9975,13,30.7692,False,True,True,True,False
2017-08,137079.9400,3.0380,-0.9975,-0.9832,11,45.4545,True,True,True,True,True
2017-09,137603.3100,0.3818,-1.4925,-0.5000,11,36.3636,False,True,True,True,False
2017-10,139680.8200,1.5098,-1.4925,-0.5000,12,58.3333,False,True,True,True,False
2017-11,140641.3200,0.6876,-1.9360,-0.5000,11,45.4545,False,True,True,True,False
2017-12,146949.5600,4.4853,-0.5000,-0.5000,8,75.0000,True,True,True,True,True
2018-01,149124.2600,1.4799,-1.4925,-0.5000,8,37.5000,False,True,True,True,False
2018-02,148047.7300,-0.7219,-2.4751,-0.9975,11,36.3636,False,True,True,True,False
2018-03,147555.1300,-0.3327,-1.3944,-0.9975,9,44.4444,False,True,True,True,False
2018-04,151924.9000,2.9614,-1.2044,-0.5000,10,60.0000,True,True,True,True,True
2018-05,151019.5900,-0.5959,-1.4925,-0.5000,8,37.5000,False,True,True,True,False
2018-06,159382.6000,5.5377,-1.9850,-0.9975,14,57.1429,True,True,True,True,True
2018-07,166390.3800,4.3968,-0.6823,-0.5000,12,66.6667,True,True,True,True,True
2018-08,174021.7200,4.5864,-0.7455,-0.5000,8,50.0000,True,True,True,True,True
2018-09,173312.4100,-0.4076,-1.9850,-0.5000,12,50.0000,False,True,True,True,False
