month_end,equity_end,return_pct,max_dd_pct,worst_day_pct,n_trades,wr_pct,obj_m,obj_dd,obj_wd,obj_tpm,passes,tf
2019-01,405668.1300,7.3143,-1.1946,-0.3000,26,57.6923,True,True,True,True,True,M15
2019-02,423951.2900,4.5069,-1.1946,-1.1946,20,40.0000,True,True,True,True,True,M15
2019-03,449182.4800,5.9514,-2.1078,-0.7083,24,45.8333,True,True,True,True,True,M15
2019-04,450536.3200,0.3014,-2.4256,-1.0257,29,37.9310,False,True,True,True,False,M15
2019-05,455610.3300,1.1262,-1.1946,-1.1946,23,30.4348,False,True,True,True,False,M15
2019-06,463159.9100,1.6570,-1.5705,-0.8973,28,39.2857,False,True,True,True,False,M15
2019-07,467766.7000,0.9946,-2.2692,-0.8973,20,30.0000,False,True,True,True,False,M15
2019-08,493010.8700,5.3967,-1.0234,-0.8973,21,52.3810,True,True,True,True,True,M15
2019-09,503822.2700,2.1929,-3.8096,-1.1946,30,26.6667,True,True,True,True,True,M15
2019-10,532809.5700,5.7535,-2.0744,-0.8973,30,43.3333,True,True,True,True,True,M15
2019-11,525024.7800,-1.4611,-4.3466,-1.4910,39,20.5128,False,True,True,True,False,M15
2019-12,541607.0900,3.1584,-1.6618,-1.4910,37,29.7297,True,True,True,True,True,M15
2020-01,567845.3600,4.8445,-1.4829,-0.7469,30,43.3333,True,True,True,True,True,M15
2020-02,575086.2300,1.2751,-2.3784,-1.1946,20,35.0000,False,True,True,True,False,M15
2020-03,650726.2600,13.1528,-0.8973,-0.5991,27,59.2593,True,True,True,True,True,M15
2020-04,677801.6100,4.1608,-1.0070,-0.5991,19,47.3684,True,True,True,True,True,M15
2020-05,688248.4300,1.5413,-0.7866,-0.5991,11,45.4545,False,True,True,True,False,M15
2020-06,699395.7900,1.6197,-1.7866,-1.1946,34,26.4706,False,True,True,True,False,M15
2020-07,727779.1300,4.0583,-1.9420,-0.5991,30,40.0000,True,True,True,True,True,M15
2020-08,750689.5800,3.1480,-2.0602,-1.1946,26,42.3077,True,True,True,True,True,M15
2020-09,790407.7600,5.2909,-1.5582,-0.5991,31,41.9355,True,True,True,True,True,M15
2020-10,843763.0100,6.7503,-1.9757,-0.8973,25,44.0000,True,True,True,True,True,M15
2020-11,885195.6800,4.9105,-0.9439,-0.8973,31,41.9355,True,True,True,True,True,M15
2020-12,920500.2700,3.9883,-1.4910,-0.8973,28,39.2857,True,True,True,True,True,M15
2021-01,974991.6000,5.9198,-1.7866,-1.1946,32,37.5000,True,True,True,True,True,M15
2021-02,977939.9600,0.3024,-1.9036,-1.1946,17,29.4118,False,True,True,True,False,M15
2021-03,959467.5500,-1.8889,-3.2396,-1.4910,34,23.5294,False,True,True,True,False,M15
2021-04,955803.0100,-0.3819,-2.8268,-1.1946,23,26.0870,False,True,True,True,False,M15
2021-05,1079470.2600,12.9386,-0.8973,-0.5100,41,48.7805,True,True,True,True,True,M15
2021-06,1097842.8000,1.7020,-1.8394,-0.8973,39,35.8974,False,True,True,True,False,M15
2021-07,1122684.4500,2.2628,-2.6168,-1.1946,22,31.8182,True,True,True,True,True,M15
2021-08,1161421.9500,3.4504,-2.4372,-1.4910,35,34.2857,True,True,True,True,True,M15
2021-09,1237041.6700,6.5110,-1.4916,-1.1946,33,36.3636,True,True,True,True,True,M15
2021-10,1291785.9100,4.4254,-1.0834,-0.5991,19,47.3684,True,True,True,True,True,M15
2021-11,1372668.7400,6.2613,-2.3750,-1.4910,37,32.4324,True,True,True,True,True,M15
2021-12,1399023.0800,1.9199,-1.3595,-0.7918,24,37.5000,False,True,True,True,False,M15
2022-01,1524073.0400,8.9384,-1.4910,-1.4910,32,40.6250,True,True,True,True,True,M15
2022-02,1589044.1400,4.2630,-2.5907,-0.8973,23,34.7826,True,True,True,True,True,M15
2022-03,1748585.5500,10.0401,-1.4910,-1.4910,29,48.2759,True,True,True,True,True,M15
2022-04,1891251.8000,8.1590,-1.7866,-0.8973,35,42.8571,True,True,True,True,True,M15
2022-05,1884464.0100,-0.3589,-2.3032,-0.8973,22,27.2727,False,True,True,True,False,M15
2022-06,2083807.2700,10.5782,-1.1946,-1.1946,26,53.8462,True,True,True,True,True,M15
2022-07,2205077.9100,5.8197,-1.1946,-0.5991,27,51.8519,True,True,True,True,True,M15
2022-08,2435576.9800,10.4531,-1.7345,-0.8973,32,50.0000,True,True,True,True,True,M15
2022-09,2458301.6600,0.9330,-2.4670,-0.8973,35,31.4286,False,True,True,True,False,M15
2022-10,2544468.8100,3.5051,-1.9845,-1.4910,37,29.7297,True,True,True,True,True,M15
2022-11,2719758.9100,6.8891,-1.3449,-0.8973,32,40.6250,True,True,True,True,True,M15
2022-12,3019893.0100,11.0353,-1.5556,-1.1946,33,39.3939,True,True,True,True,True,M15
2023-01,3181256.2000,5.3433,-1.8572,-0.8973,35,34.2857,True,True,True,True,True,M15
2023-02,3384683.1900,6.3945,-1.4910,-0.8973,35,34.2857,True,True,True,True,True,M15
2023-03,3418244.8100,0.9916,-1.9945,-1.1946,33,27.2727,False,True,True,True,False,M15
2023-04,3517316.5800,2.8983,-1.1418,-0.5991,12,50.0000,True,True,True,True,True,M15
2023-05,3771662.1200,7.2312,-1.1946,-0.8973,29,41.3793,True,True,True,True,True,M15
2023-06,3892361.4100,3.2002,-1.1946,-0.8973,23,34.7826,True,True,True,True,True,M15
2023-07,3996483.6300,2.6750,-1.1948,-0.8975,19,36.8421,True,True,True,True,True,M15
2023-08,4228677.8800,5.8100,-2.0812,-0.8973,39,33.3333,True,True,True,True,True,M15
2023-09,4622819.1900,9.3207,-1.1946,-0.8973,29,44.8276,True,True,True,True,True,M15
2023-10,4984372.5200,7.8211,-1.5103,-1.1946,33,42.4242,True,True,True,True,True,M15
2023-11,5134984.3000,3.0217,-2.5588,-1.1946,28,32.1429,True,True,True,True,True,M15
2023-12,5124523.1100,-0.2037,-3.6943,-1.1946,28,25.0000,False,True,True,True,False,M15
2024-01,5377935.0200,4.9451,-1.7866,-1.4910,30,40.0000,True,True,True,True,True,M15
2024-02,5315707.8300,-1.1571,-4.0441,-1.5491,27,22.2222,False,True,True,True,False,M15
2024-03,5618742.4900,5.7007,-1.7866,-1.1946,24,41.6667,True,True,True,True,True,M15
2024-04,5678043.4100,1.0554,-2.7754,-1.1946,35,28.5714,False,True,True,True,False,M15
2024-05,5558076.5300,-2.1128,-2.6995,-1.4910,35,25.7143,False,True,True,True,False,M15
2024-06,5664427.0000,1.9134,-4.1191,-1.4910,29,24.1379,False,True,True,True,False,M15
2024-07,5737462.9000,1.2894,-3.3983,-1.4910,50,32.0000,False,True,True,True,False,M15
2024-08,5963364.4900,3.9373,-2.2801,-1.0534,48,37.5000,True,True,True,True,True,M15
2024-09,6340447.2500,6.3233,-1.7866,-1.4910,47,42.5532,True,True,True,True,True,M15
2024-10,6309321.5500,-0.4909,-2.1772,-1.4910,42,26.1905,False,True,True,True,False,M15
2024-11,6162389.8700,-2.3288,-4.4067,-1.4910,29,20.6897,False,True,True,True,False,M15
2024-12,6616948.1300,7.3763,-1.5153,-1.4910,43,37.2093,True,True,True,True,True,M15
2025-01,6836308.0700,3.3151,-2.0812,-1.4910,56,28.5714,True,True,True,True,True,M15
2025-02,7427499.6500,8.6478,-2.4566,-1.4910,40,52.5000,True,True,True,True,True,M15
2025-03,8456694.9200,13.8566,-0.9016,-0.8973,38,60.5263,True,True,True,True,True,M15
2025-04,8517757.9400,0.7221,-3.2204,-1.4910,46,36.9565,False,True,True,True,False,M15
2025-05,8568648.6900,0.5975,-3.1952,-1.4910,38,36.8421,False,True,True,True,False,M15
2025-06,8926058.9300,4.1711,-2.0689,-0.8973,39,38.4615,True,True,True,True,True,M15
2025-07,9289087.3900,4.0671,-2.8110,-1.1946,45,33.3333,True,True,True,True,True,M15
2025-08,10122229.6300,8.9690,-2.4293,-1.1946,46,39.1304,True,True,True,True,True,M15
2025-09,10178198.3900,0.5529,-4.4776,-1.4910,45,28.8889,False,True,True,True,False,M15
2025-10,11017466.6600,8.2457,-1.6186,-0.9895,47,46.8085,True,True,True,True,True,M15
2025-11,11229144.9200,1.9213,-2.5429,-0.8973,41,31.7073,False,True,True,True,False,M15
2025-12,11990136.9800,6.7769,-3.0169,-1.4910,56,41.0714,True,True,True,True,True,M15
2026-01,13108064.8100,9.3237,-1.3349,-1.1946,45,51.1111,True,True,True,True,True,M15
2026-02,12994753.0200,-0.8644,-2.3305,-1.4910,44,27.2727,False,True,True,True,False,M15
2026-03,13325566.7800,2.5457,-2.9598,-1.4910,36,33.3333,True,True,True,True,True,M15
2026-04,13435680.0100,0.8263,-2.2651,-1.1160,38,34.2105,False,True,True,True,False,M15
2026-05,13265284.1400,-1.2682,-1.7866,-1.4910,7,14.2857,False,True,True,True,False,M15
2016-01,100472.5600,0.4726,-1.4925,-0.5000,8,37.5000,False,True,True,True,False,30M
2016-02,104189.0300,3.6990,-2.9627,-0.5000,11,36.3636,True,True,True,True,True,30M
2016-03,104459.1900,0.2593,-1.9850,-0.9975,12,25.0000,False,True,True,True,False,30M
2016-04,103598.7200,-0.8237,-2.4751,-0.9975,11,27.2727,False,True,True,True,False,30M
2016-05,103552.4200,-0.0447,-1.9850,-1.4925,12,25.0000,False,True,True,True,False,30M
2016-06,116869.5200,12.8603,-0.9975,-0.8071,20,65.0000,True,True,True,True,True,30M
2016-07,120387.7100,3.0104,-3.4479,-0.9975,11,36.3636,True,True,True,True,True,30M
2016-08,123351.1400,2.4616,-2.9627,-0.9975,15,33.3333,True,True,True,True,True,30M
2016-09,121373.3000,-1.6034,-3.5279,-1.4925,14,21.4286,False,True,True,True,False,30M
2016-10,119296.1000,-1.7114,-4.1156,-1.4925,15,20.0000,False,True,True,True,False,30M
2016-11,122447.5800,2.6417,-1.4925,-0.9975,16,37.5000,True,True,True,True,True,30M
2016-12,124323.4500,1.5320,-1.9850,-0.9975,18,33.3333,False,True,True,True,False,30M
2017-01,127421.7300,2.4921,-1.4925,-0.5000,7,42.8571,True,True,True,True,True,30M
2017-02,136651.0800,7.2432,-1.9850,-1.4925,15,53.3333,True,True,True,True,True,30M
2017-03,151375.2300,10.7750,-0.6730,-0.5000,12,66.6667,True,True,True,True,True,30M
2017-04,149820.6000,-1.0270,-2.4751,-0.9975,10,20.0000,False,True,True,True,False,30M
2017-05,149004.8800,-0.5445,-4.8890,-0.9975,13,23.0769,False,True,True,True,False,30M
2017-06,148193.5900,-0.5445,-2.4751,-1.4925,13,23.0769,False,True,True,True,False,30M
2017-07,149307.8200,0.7519,-1.9850,-0.9975,14,35.7143,False,True,True,True,False,30M
2017-08,148584.1700,-0.4847,-1.9997,-0.9975,11,18.1818,False,True,True,True,False,30M
2017-09,149991.8000,0.9474,-2.4751,-0.9975,14,28.5714,False,True,True,True,False,30M
2017-10,153064.8700,2.0488,-1.4925,-1.4925,17,41.1765,True,True,True,True,True,30M
2017-11,149320.1800,-2.4465,-2.9627,-0.9975,12,16.6667,False,True,True,True,False,30M
2017-12,165415.5400,10.7791,-0.9975,-0.5000,13,69.2308,True,True,True,True,True,30M
2018-01,162873.8700,-1.5365,-2.4751,-0.9975,15,20.0000,False,True,True,True,False,30M
2018-02,161314.5000,-0.9574,-2.4897,-0.9975,17,23.5294,False,True,True,True,False,30M
2018-03,166140.7100,2.9918,-1.4925,-0.9975,10,40.0000,True,True,True,True,True,30M
2018-04,173936.3500,4.6922,-0.9975,-0.9975,13,53.8462,True,True,True,True,True,30M
2018-05,177379.6900,1.9797,-1.4925,-0.5000,7,28.5714,False,True,True,True,False,30M
2018-06,171331.8100,-3.4096,-3.9307,-0.9975,10,20.0000,False,True,True,True,False,30M
2018-07,184747.3200,7.8301,-1.4925,-0.9975,9,66.6667,True,True,True,True,True,30M
2018-08,189945.2800,2.8136,-1.1688,-0.5000,13,38.4615,True,True,True,True,True,30M
2018-09,189538.3000,-0.2143,-1.6743,-0.9975,10,30.0000,False,True,True,True,False,30M
2018-10,202933.6900,7.0674,-1.9850,-0.9975,12,58.3333,True,True,True,True,True,30M
2018-11,209036.2000,3.0071,-0.9975,-0.5000,6,50.0000,True,True,True,False,False,30M
2018-12,214181.7800,2.4616,-1.9850,-1.4925,16,37.5000,True,True,True,True,True,30M
2019-01,230937.7400,7.8232,-1.4925,-0.5000,11,54.5455,True,True,True,True,True,30M
2019-02,240106.4400,3.9702,-1.4925,-1.4925,10,50.0000,True,True,True,True,True,30M
2019-03,236107.9400,-1.6653,-2.9627,-0.9975,9,22.2222,False,True,True,True,False,30M
2019-04,239542.4500,1.4546,-1.4925,-0.9975,13,30.7692,False,True,True,True,False,30M
2019-05,256935.4700,7.2609,-0.9975,-0.5000,13,61.5385,True,True,True,True,True,30M
2019-06,264313.4700,2.8715,-1.9850,-0.5000,12,41.6667,True,True,True,True,True,30M
2019-07,268122.9500,1.4413,-1.0418,-0.5000,7,42.8571,False,True,True,True,False,30M
2019-08,268875.8400,0.2808,-2.9627,-0.9975,14,28.5714,False,True,True,True,False,30M
2019-09,268735.2800,-0.0523,-2.9846,-0.9975,13,23.0769,False,True,True,True,False,30M
2019-10,281157.7800,4.6226,-1.9009,-0.5000,15,46.6667,True,True,True,True,True,30M
2019-11,279879.5500,-0.4546,-3.4479,-1.4925,17,23.5294,False,True,True,True,False,30M
2019-12,284047.2100,1.4891,-2.8468,-0.9975,17,35.2941,False,True,True,True,False,30M
2020-01,293889.0700,3.4649,-1.4925,-0.9975,12,41.6667,True,True,True,True,True,30M
2020-02,295188.1100,0.4420,-1.4925,-0.9975,10,30.0000,False,True,True,True,False,30M
2020-03,302763.0100,2.5661,-0.9975,-0.5000,12,50.0000,True,True,True,True,True,30M
2020-04,313868.6700,3.6681,-0.9975,-0.9975,10,50.0000,True,True,True,True,True,30M
2020-05,310737.8300,-0.9975,-0.9975,-0.5000,2,0.0000,False,True,True,False,False,30M
2020-06,309304.0700,-0.4614,-3.7653,-0.9975,19,36.8421,False,True,True,True,False,30M
2020-07,316813.3600,2.4278,-2.4751,-0.9975,16,37.5000,True,True,True,True,True,30M
2020-08,313877.8500,-0.9266,-2.0276,-0.9975,15,40.0000,False,True,True,True,False,30M
2020-09,321120.2200,2.3074,-1.9850,-0.9975,18,33.3333,True,True,True,True,True,30M
2020-10,316705.7400,-1.3747,-2.9627,-1.4925,14,21.4286,False,True,True,True,False,30M
2020-11,324223.8200,2.3738,-2.6864,-0.9975,18,33.3333,True,True,True,True,True,30M
2020-12,331819.3200,2.3427,-1.4925,-0.9975,14,42.8571,True,True,True,True,True,30M
2021-01,339449.0100,2.2994,-1.4925,-0.9975,15,26.6667,True,True,True,True,True,30M
2021-02,333915.3900,-1.6302,-1.6302,-0.9975,9,22.2222,False,True,True,True,False,30M
2021-03,333766.1500,-0.0447,-1.9997,-0.9975,13,23.0769,False,True,True,True,False,30M
2021-04,330211.8800,-1.0649,-2.9627,-1.4925,12,25.0000,False,True,True,True,False,30M
2021-05,340222.0000,3.0314,-1.6159,-1.4925,17,47.0588,True,True,True,True,True,30M
2021-06,344502.3100,1.2581,-2.9772,-1.4925,20,30.0000,False,True,True,True,False,30M
2021-07,339990.8300,-1.3096,-2.4894,-0.9975,13,23.0769,False,True,True,True,False,30M
2021-08,343248.3900,0.9581,-2.4751,-0.9975,17,29.4118,False,True,True,True,False,30M
2021-09,353462.2700,2.9757,-3.4479,-0.9975,21,38.0952,True,True,True,True,True,30M
2021-10,361292.5800,2.2153,-0.9975,-0.9975,10,40.0000,True,True,True,True,True,30M
2021-11,388846.4000,7.6265,-1.4925,-0.9975,18,44.4444,True,True,True,True,True,30M
2021-12,381617.2000,-1.8591,-2.8236,-0.9975,9,22.2222,False,True,True,True,False,30M
2022-01,389631.1800,2.1000,-1.8548,-1.4925,21,33.3333,True,True,True,True,True,30M
2022-02,400077.4300,2.6811,-1.4925,-1.4925,19,36.8421,True,True,True,True,True,30M
2022-03,402074.1300,0.4991,-2.4897,-0.9975,12,25.0000,False,True,True,True,False,30M
2022-04,415022.3400,3.2204,-1.4925,-0.5000,15,40.0000,True,True,True,True,True,30M
2022-05,431258.5000,3.9121,-1.4925,-0.5000,14,42.8571,True,True,True,True,True,30M
2022-06,443629.8800,2.8687,-0.9975,-0.9975,12,41.6667,True,True,True,True,True,30M
2022-07,458514.5300,3.3552,-1.7180,-0.5000,15,46.6667,True,True,True,True,True,30M
2022-08,526773.8700,14.8871,-0.9975,-0.9975,15,73.3333,True,True,True,True,True,30M
2022-09,507920.7000,-3.5790,-4.5266,-0.9975,17,11.7647,False,True,True,True,False,30M
2022-10,510016.8700,0.4127,-3.9307,-1.4925,23,26.0870,False,True,True,True,False,30M
2022-11,519958.4500,1.9493,-2.9627,-0.9975,17,35.2941,False,True,True,True,False,30M
2022-12,530172.8100,1.9645,-1.5072,-0.9975,11,27.2727,False,True,True,True,False,30M
2023-01,543223.4000,2.4616,-1.9850,-0.9975,15,33.3333,True,True,True,True,True,30M
2023-02,579712.3400,6.7171,-1.6657,-0.5000,17,47.0588,True,True,True,True,True,30M
2023-03,575664.3600,-0.6983,-1.9997,-1.4925,15,20.0000,False,True,True,True,False,30M
2023-04,564237.1300,-1.9850,-1.4925,-0.5000,4,0.0000,False,True,True,False,False,30M
2023-05,575235.6100,1.9493,-2.4751,-0.9975,15,33.3333,False,True,True,True,False,30M
2023-06,593271.0900,3.1353,-1.9850,-0.9975,15,46.6667,True,True,True,True,True,30M
2023-07,615766.8300,3.7918,-0.9975,-0.9975,11,45.4545,True,True,True,True,True,30M
2023-08,660606.1400,7.2819,-1.4925,-0.9975,23,43.4783,True,True,True,True,True,30M
2023-09,728562.0800,10.2869,-1.4925,-0.9975,16,62.5000,True,True,True,True,True,30M
2023-10,802845.5300,10.1959,-1.8883,-0.9975,17,58.8235,True,True,True,True,True,30M
2023-11,826108.7000,2.8976,-1.4925,-0.9975,12,41.6667,True,True,True,True,True,30M
2023-12,843773.9800,2.1384,-1.8325,-0.9975,14,42.8571,True,True,True,True,True,30M
2024-01,836404.4400,-0.8734,-4.4110,-1.4925,15,20.0000,False,True,True,True,False,30M
2024-02,857120.8600,2.4768,-1.4925,-0.5000,11,36.3636,True,True,True,True,True,30M
2024-03,873958.6400,1.9645,-3.4479,-1.4925,12,33.3333,False,True,True,True,False,30M
2024-04,880709.2000,0.7724,-2.7308,-0.5000,14,42.8571,False,True,True,True,False,30M
2024-05,844079.1200,-4.1592,-5.9060,-1.0693,22,18.1818,False,True,True,True,False,30M
2024-06,876818.2500,3.8787,-1.1603,-0.9975,10,50.0000,True,True,True,True,True,30M
2024-07,938115.2200,6.9908,-2.2183,-0.9975,22,45.4545,True,True,True,True,True,30M
2024-08,988219.3500,5.3409,-3.1217,-0.9975,24,45.8333,True,True,True,True,True,30M
2024-09,1032753.0600,4.5065,-1.9850,-1.6133,21,47.6190,True,True,True,True,True,30M
2024-10,1050722.2100,1.7399,-1.9850,-0.9975,19,31.5789,False,True,True,True,False,30M
2024-11,1088408.7800,3.5867,-3.0435,-1.4925,14,35.7143,True,True,True,True,True,30M
2024-12,1150506.7900,5.7054,-1.3662,-0.9975,24,45.8333,True,True,True,True,True,30M
2025-01,1203219.9100,4.5817,-2.9627,-1.4925,24,37.5000,True,True,True,True,True,30M
2025-02,1264919.4700,5.1279,-1.9850,-1.4925,19,42.1053,True,True,True,True,True,30M
2025-03,1342429.0400,6.1276,-0.9975,-0.9975,11,54.5455,True,True,True,True,True,30M
2025-04,1348357.0000,0.4416,-1.9850,-1.4925,20,35.0000,False,True,True,True,False,30M
2025-05,1438335.7200,6.6732,-1.4925,-0.5000,12,58.3333,True,True,True,True,True,30M
2025-06,1533540.7300,6.6191,-1.9850,-0.9975,17,47.0588,True,True,True,True,True,30M
2025-07,1562967.6300,1.9189,-3.9307,-1.4925,24,29.1667,False,True,True,True,False,30M
2025-08,1639575.7900,4.9015,-2.5640,-0.5000,22,36.3636,True,True,True,True,True,30M
2025-09,1696608.5000,3.4785,-3.9450,-1.4925,17,35.2941,True,True,True,True,True,30M
2025-10,1721722.1700,1.4802,-1.7292,-0.9975,15,40.0000,False,True,True,True,False,30M
2025-11,1780858.7100,3.4347,-2.9627,-0.9975,16,37.5000,True,True,True,True,True,30M
2025-12,1877473.2900,5.4252,-1.9850,-0.9975,21,38.0952,True,True,True,True,True,30M
2026-01,1895440.4200,0.9570,-3.2289,-1.4925,16,31.2500,False,True,True,True,False,30M
2026-02,2023104.7000,6.7353,-1.9850,-1.4925,21,42.8571,True,True,True,True,True,30M
2026-03,2031567.7900,0.4183,-1.7769,-0.9975,16,31.2500,False,True,True,True,False,30M
2026-04,2068189.6500,1.8026,-1.6635,-0.9975,10,40.0000,False,True,True,True,False,30M
2026-05,2061928.1100,-0.3028,-1.4925,-1.4925,4,25.0000,False,True,True,False,False,30M
2016-01,109662.2100,9.6622,-0.8973,-0.8973,17,70.5882,True,True,True,True,True,1H
2016-02,121538.1800,10.8296,-1.4925,-1.4925,16,75.0000,True,True,True,True,True,1H
2016-03,127082.2900,4.5616,-1.2652,-0.5000,14,42.8571,True,True,True,True,True,1H
2016-04,132328.1500,4.1279,-1.7001,-0.5000,18,50.0000,True,True,True,True,True,1H
2016-05,132262.4800,-0.0496,-2.6696,-0.9974,18,38.8889,False,True,True,True,False,1H
2016-06,143586.4200,8.5617,-1.4925,-0.9975,22,63.6364,True,True,True,True,True,1H
2016-07,152589.3900,6.2701,-1.2156,-0.5000,14,64.2857,True,True,True,True,True,1H
2016-08,155379.9600,1.8288,-1.1012,-0.5253,17,47.0588,False,True,True,True,False,1H
2016-09,162008.9800,4.2663,-1.9850,-0.9975,21,42.8571,True,True,True,True,True,1H
2016-10,172871.8400,6.7051,-1.4925,-0.9975,19,52.6316,True,True,True,True,True,1H
2016-11,185911.5000,7.5430,-1.8464,-0.5000,25,52.0000,True,True,True,True,True,1H
2016-12,194593.9600,4.6702,-2.9627,-0.9975,20,50.0000,True,True,True,True,True,1H
2017-01,208121.8900,6.9519,-0.7536,-0.5000,19,63.1579,True,True,True,True,True,1H
2017-02,218552.9100,5.0120,-1.2966,-1.2966,19,52.6316,True,True,True,True,True,1H
2017-03,226509.1500,3.6404,-1.8383,-0.8142,22,45.4545,True,True,True,True,True,1H
2017-04,237541.5700,4.8706,-0.5000,-0.5000,9,77.7778,True,True,True,True,True,1H
2017-05,230772.8300,-2.8495,-3.2613,-0.9975,15,20.0000,False,True,True,True,False,1H
2017-06,233632.5400,1.2392,-1.4925,-0.5000,12,41.6667,False,True,True,True,False,1H
2017-07,228098.5400,-2.3687,-3.1419,-0.9975,17,29.4118,False,True,True,True,False,1H
2017-08,230603.4100,1.0982,-1.9829,-0.6644,18,44.4444,False,True,True,True,False,1H
2017-09,234242.7000,1.5782,-2.9721,-0.9975,16,31.2500,False,True,True,True,False,1H
2017-10,231306.6500,-1.2534,-3.9125,-0.6688,21,42.8571,False,True,True,True,False,1H
2017-11,244228.1900,5.5863,-1.4925,-0.9975,15,53.3333,True,True,True,True,True,1H
2017-12,260720.8900,6.7530,-1.4925,-0.5000,13,53.8462,True,True,True,True,True,1H
2018-01,280510.4200,7.5903,-1.9850,-0.5000,23,52.1739,True,True,True,True,True,1H
2018-02,279027.5100,-0.5286,-3.2865,-0.9975,20,35.0000,False,True,True,True,False,1H
2018-03,309401.7400,10.8857,-1.9850,-0.9975,22,59.0909,True,True,True,True,True,1H
2018-04,300364.3600,-2.9209,-3.0150,-0.9975,12,25.0000,False,True,True,True,False,1H
2018-05,291531.9600,-2.9406,-2.9406,-0.5000,9,22.2222,False,True,True,True,False,1H
2018-06,296402.6100,1.6707,-1.6175,-0.5000,17,47.0588,False,True,True,True,False,1H
2018-07,318677.5400,7.5151,-1.4925,-0.5000,18,50.0000,True,True,True,True,True,1H
2018-08,321753.1100,0.9651,-0.9975,-0.9975,14,57.1429,False,True,True,True,False,1H
2018-09,328719.9200,2.1653,-1.6098,-0.8355,15,46.6667,True,True,True,True,True,1H
2018-10,359787.9700,9.4512,-2.1758,-0.9975,32,56.2500,True,True,True,True,True,1H
2018-11,358035.0700,-0.4872,-3.4178,-0.9975,13,38.4615,False,True,True,True,False,1H
