entry_time,exit_time,direction,pnl_abs,win
2016-01-14 06:30:00,2016-01-14 06:45:00,L,-300.0,False
2016-01-14 10:15:00,2016-01-14 10:45:00,L,-299.1,False
2016-01-14 14:45:00,2016-01-14 16:00:00,L,-298.2027,False
2016-01-18 07:15:00,2016-01-18 07:30:00,L,-297.3080919,False
2016-01-18 08:45:00,2016-01-18 12:45:00,L,502.2612503615539,True
2016-01-18 16:30:00,2016-01-18 17:45:00,L,-297.9229513753846,False
2016-01-20 06:30:00,2016-01-20 08:15:00,L,1485.1459126062925,True
2016-01-21 11:15:00,2016-01-21 13:30:00,L,-301.4846202590774,False
2016-01-21 18:00:00,2016-01-21 23:00:00,L,1131.222652465567,True
2016-01-22 09:45:00,2016-01-22 10:15:00,L,-303.9738343556969,False
2016-01-22 14:30:00,2016-01-22 14:45:00,L,-303.0619128526298,False
2016-01-22 19:30:00,2016-01-25 02:30:00,L,700.6608538634124,True
2016-01-25 20:00:00,2016-01-26 04:00:00,L,1521.2735483783108,True
2016-01-26 13:15:00,2016-01-26 15:45:00,L,1544.0926516039854,True
2016-01-27 09:30:00,2016-01-27 12:00:00,L,-313.4508082756091,False
2016-01-27 12:30:00,2016-01-27 14:30:00,L,-312.51045585078225,False
2016-01-27 14:45:00,2016-01-27 15:00:00,L,-311.5729244832299,False
2016-01-27 15:30:00,2016-01-27 18:30:00,L,-310.6382057097802,False
2016-01-27 19:00:00,2016-01-27 19:45:00,L,1548.5314554632544,True
2016-01-28 06:45:00,2016-01-28 08:00:00,L,-314.3518854590406,False
2016-01-28 08:45:00,2016-01-28 18:00:00,L,-313.4088298026635,False
2016-01-28 23:00:00,2016-01-29 02:00:00,L,481.44940429160846,True
2016-01-29 17:15:00,2016-01-31 23:15:00,L,203.8047219604357,True
2016-02-01 08:45:00,2016-02-01 11:45:00,L,313.71642213036574,True
2016-02-02 11:00:00,2016-02-02 11:15:00,L,-315.46551495840276,False
2016-02-02 11:45:00,2016-02-02 14:00:00,L,1572.5955920676379,True
2016-02-02 17:45:00,2016-02-02 23:45:00,L,717.7848115463825,True
2016-02-03 09:15:00,2016-02-03 15:00:00,L,1606.9512981218481,True
2016-02-05 15:30:00,2016-02-05 19:30:00,L,1063.5023783927365,True
2016-02-09 08:30:00,2016-02-09 08:45:00,L,-329.4016206539133,False
2016-02-09 09:30:00,2016-02-09 13:30:00,L,1072.8419759402711,True
2016-02-09 16:15:00,2016-02-09 20:00:00,L,-331.63194171977244,False
2016-02-10 12:45:00,2016-02-10 13:30:00,L,1653.1852294730656,True
2016-02-12 14:45:00,2016-02-12 16:00:00,L,-335.59660158303234,False
2016-02-12 16:45:00,2016-02-12 19:45:00,L,200.8445987935866,True
2016-02-17 12:15:00,2016-02-17 13:15:00,L,-335.192345574664,False
2016-02-19 09:00:00,2016-02-19 09:45:00,L,-334.18676853794,False
2016-02-19 11:15:00,2016-02-19 16:00:00,L,1665.921041161631,True
2016-02-23 07:15:00,2016-02-23 07:30:00,L,-338.1819713558111,False
2016-02-23 14:15:00,2016-02-23 17:15:00,L,642.9015442756086,True
2016-02-23 20:00:00,2016-02-23 23:15:00,L,1695.4806503728526,True
2016-02-24 08:15:00,2016-02-24 10:00:00,L,1720.9128601284451,True
2016-02-25 12:45:00,2016-02-25 14:00:00,L,-349.34531060607435,False
2016-02-25 14:30:00,2016-02-25 18:30:00,L,824.7021661895916,True
2016-02-26 09:30:00,2016-02-26 12:30:00,L,1197.7538469882518,True
2016-02-29 16:00:00,2016-02-29 20:00:00,L,1104.9966872509838,True
2016-03-01 06:45:00,2016-03-01 07:00:00,L,-357.6796327755426,False
2016-03-01 07:30:00,2016-03-01 08:15:00,L,-356.60659387721597,False
2016-03-01 08:30:00,2016-03-01 12:30:00,L,1396.6707150277275,True
2016-03-01 16:00:00,2016-03-01 16:45:00,L,-359.7267862406675,False
2016-03-01 19:15:00,2016-03-02 02:00:00,L,-358.6476058819455,False
2016-03-04 13:45:00,2016-03-04 14:45:00,L,1787.8583153214981,True
2016-03-04 19:15:00,2016-03-04 19:30:00,L,-362.93523801026413,False
2016-03-07 17:15:00,2016-03-07 17:30:00,L,-361.84643229623333,False
2016-03-07 18:30:00,2016-03-07 23:30:00,L,49.632256848404765,True
2016-03-08 06:15:00,2016-03-08 10:15:00,L,1356.943141981972,True
2016-03-08 14:30:00,2016-03-08 14:45:00,L,-364.98061919583574,False
2016-03-11 10:15:00,2016-03-11 10:30:00,L,-363.8856773382483,False
2016-03-11 10:45:00,2016-03-11 15:15:00,L,-362.7940203062335,False
2016-03-16 18:00:00,2016-03-16 18:15:00,L,1808.528191226574,True
2016-03-17 16:00:00,2016-03-17 19:00:00,L,-367.13122281899456,False
2016-03-18 10:15:00,2016-03-18 10:30:00,L,-366.0298291505376,False
2016-03-18 15:30:00,2016-03-18 20:30:00,L,551.6513645298915,True
2016-03-24 11:30:00,2016-03-24 12:00:00,S,-366.5866937566757,False
2016-03-24 13:15:00,2016-03-24 14:30:00,S,-365.4869336754057,False
2016-03-24 19:30:00,2016-03-28 01:00:00,S,1821.9523643718971,True
2016-03-28 08:00:00,2016-03-28 11:30:00,S,-369.8563299674951,False
2016-03-28 13:45:00,2016-03-28 20:45:00,S,-56.518784614397276,False
2016-03-31 17:30:00,2016-03-31 17:45:00,L,-368.5772046237495,False
2016-04-04 14:15:00,2016-04-04 22:15:00,S,646.6051797703986,True
2016-04-05 16:45:00,2016-04-05 23:45:00,L,507.46386868184214,True
2016-04-06 16:15:00,2016-04-06 18:00:00,S,1854.6684007761746,True
2016-04-07 19:15:00,2016-04-07 23:15:00,L,92.98623486890256,True
2016-04-08 10:00:00,2016-04-08 10:15:00,L,-376.77664406217013,False
2016-04-08 10:30:00,2016-04-08 14:30:00,L,874.5286483759894,True
2016-04-11 10:00:00,2016-04-11 12:00:00,L,-378.2699000751116,False
2016-04-12 14:15:00,2016-04-12 14:45:00,L,-377.13509037488626,False
2016-04-13 07:15:00,2016-04-13 08:15:00,L,-376.0036851037616,False
2016-04-14 09:45:00,2016-04-14 12:45:00,S,476.9927492453801,True
2016-04-15 06:45:00,2016-04-15 11:15:00,S,-376.3066522961865,False
2016-04-15 19:00:00,2016-04-15 19:15:00,S,-375.17773233929796,False
2016-04-15 20:00:00,2016-04-17 23:00:00,S,-374.05219914228,False
2016-04-18 13:30:00,2016-04-18 18:15:00,S,1864.6502127242659,True
2016-04-19 11:45:00,2016-04-19 12:30:00,L,1892.61996591513,True
2016-04-19 18:30:00,2016-04-19 20:00:00,L,-384.2018530807714,False
2016-04-20 06:15:00,2016-04-20 07:30:00,L,-383.0492475215291,False
2016-04-20 10:15:00,2016-04-20 10:45:00,L,-381.9000997789645,False
2016-04-20 20:00:00,2016-04-21 03:00:00,L,1135.556308408377,True
2016-04-22 08:30:00,2016-04-22 12:30:00,S,414.6479318992946,True
2016-04-26 12:15:00,2016-04-26 14:00:00,L,1927.0250610027529,True
2016-04-27 16:15:00,2016-04-27 18:00:00,L,-391.18608738355886,False
2016-04-28 12:15:00,2016-04-28 12:30:00,L,-390.0125291214082,False
2016-05-02 13:15:00,2016-05-02 13:30:00,L,-388.842491534044,False
2016-05-02 17:00:00,2016-05-02 17:30:00,L,-387.6759640594418,False
2016-05-02 18:45:00,2016-05-02 23:45:00,L,-98.3058671472575,False
2016-05-03 07:15:00,2016-05-03 09:15:00,L,-386.21801856582175,False
2016-05-03 11:45:00,2016-05-03 14:00:00,L,-385.0593645101243,False
2016-05-03 16:15:00,2016-05-03 18:15:00,L,-383.9041864165939,False
2016-05-03 18:45:00,2016-05-03 23:45:00,L,78.35217380467599,True
2016-05-04 11:45:00,2016-05-04 12:15:00,L,1914.9376518937906,True
2016-05-05 08:45:00,2016-05-05 12:30:00,L,1943.6617166721976,True
2016-05-11 16:00:00,2016-05-11 16:15:00,L,-394.56332848445606,False
2016-05-11 16:45:00,2016-05-11 20:45:00,L,1193.893221519217,True
2016-05-16 19:45:00,2016-05-17 01:45:00,L,1135.8241785294313,True
2016-05-18 12:15:00,2016-05-18 13:30:00,S,-400.3687906991487,False
2016-05-18 14:00:00,2016-05-18 20:00:00,S,1995.8384216352565,True
2016-05-19 17:30:00,2016-05-19 18:00:00,S,-405.155199591957,False
2016-05-19 18:15:00,2016-05-19 18:30:00,S,-403.93973399318116,False
2016-05-19 22:00:00,2016-05-19 22:30:00,S,-402.72791479120167,False
2016-05-20 10:00:00,2016-05-20 10:15:00,S,-401.51973104682804,False
2016-05-20 10:45:00,2016-05-20 12:00:00,S,-400.31517185368756,False
2016-05-20 13:15:00,2016-05-20 15:15:00,S,1995.5711316906322,True
2016-05-20 18:45:00,2016-05-22 23:45:00,S,341.3548972630029,True
2016-05-23 22:00:00,2016-05-23 22:15:00,S,-406.12500442498737,False
2016-05-25 20:00:00,2016-05-26 00:00:00,S,-404.9066294117124,False
2016-05-27 07:30:00,2016-05-27 07:45:00,S,-403.6919095234773,False
2016-05-27 09:15:00,2016-05-27 12:30:00,S,-402.48083379490686,False
2016-05-30 08:15:00,2016-05-30 08:45:00,S,-401.2733912935222,False
2016-05-30 13:00:00,2016-05-30 13:15:00,S,-400.0695711196416,False
2016-05-30 16:00:00,2016-05-30 23:00:00,S,-398.8693624062826,False
2016-05-31 15:00:00,2016-05-31 15:45:00,S,-397.67275431906376,False
2016-05-31 17:15:00,2016-05-31 17:30:00,S,-396.47973605610656,False
2016-05-31 19:30:00,2016-06-01 02:00:00,S,-395.29029684793824,False
2016-06-01 13:15:00,2016-06-01 16:00:00,S,1970.522129786972,True
2016-06-06 09:30:00,2016-06-06 09:45:00,L,-400.0159923467553,False
2016-06-06 11:15:00,2016-06-06 16:15:00,L,1379.340803144944,True
2016-06-07 07:15:00,2016-06-07 07:30:00,L,-402.9539667791499,False
2016-06-07 11:00:00,2016-06-07 11:15:00,L,-401.74510487881247,False
2016-06-07 12:45:00,2016-06-07 17:15:00,L,2002.6993478208801,True
2016-06-09 08:45:00,2016-06-09 10:00:00,L,-406.54796760763867,False
2016-06-09 10:30:00,2016-06-09 13:30:00,L,1430.4485791038205,True
2016-06-13 14:30:00,2016-06-13 17:30:00,L,334.8560761758356,True
2016-06-14 06:45:00,2016-06-14 11:45:00,L,2053.1211883532737,True
2016-06-14 16:45:00,2016-06-14 20:45:00,L,1047.5198623895465,True
2016-06-15 08:15:00,2016-06-15 08:45:00,L,-419.9261608228832,False
2016-06-15 09:45:00,2016-06-15 12:00:00,L,-418.66638234041454,False
2016-06-15 12:30:00,2016-06-15 15:30:00,L,695.7497046865196,True
2016-06-16 12:15:00,2016-06-16 14:30:00,L,2097.488161537264,True
2016-06-20 12:30:00,2016-06-20 12:45:00,L,-425.7900967920646,False
2016-06-20 13:45:00,2016-06-20 14:15:00,L,-424.5127265016884,False
2016-06-20 14:45:00,2016-06-20 20:45:00,L,1516.0732386244647,True
2016-06-22 12:45:00,2016-06-22 16:00:00,S,-427.7874080380568,False
2016-06-22 16:45:00,2016-06-22 20:45:00,S,365.5078471316369,True
2016-06-23 06:45:00,2016-06-23 12:30:00,S,2138.002846776688,True
2016-06-23 16:00:00,2016-06-23 20:00:00,S,2170.0728894783383,True
2016-06-24 11:15:00,2016-06-24 17:15:00,L,-202.88685989383308,False
2016-06-27 07:45:00,2016-06-27 08:00:00,L,-439.9161359844211,False
2016-06-27 17:45:00,2016-06-27 22:45:00,L,-53.24775453314811,False
2016-06-28 07:45:00,2016-06-28 08:00:00,L,-438.43664431286845,False
2016-06-28 08:45:00,2016-06-28 11:00:00,L,-437.12133437992986,False
2016-06-29 13:15:00,2016-06-29 13:30:00,L,-435.8099703767901,False
2016-06-30 17:15:00,2016-06-30 20:15:00,L,1369.051231103643,True
2016-07-01 10:15:00,2016-07-01 14:15:00,L,1144.9860146913034,True
2016-07-01 18:00:00,2016-07-03 23:15:00,L,2210.2232610152228,True
2016-07-04 08:00:00,2016-07-04 12:00:00,L,212.8990812289901,True
2016-07-05 08:45:00,2016-07-05 11:45:00,L,926.2572961347985,True
2016-07-05 15:15:00,2016-07-05 18:15:00,L,1845.3023859820175,True
2016-07-06 17:30:00,2016-07-06 18:15:00,L,-457.6286982761277,False
2016-07-06 18:45:00,2016-07-06 22:45:00,L,587.2795255209603,True
2016-07-07 12:00:00,2016-07-07 12:15:00,L,-458.01765075786216,False
2016-07-07 12:30:00,2016-07-07 12:45:00,L,-456.64359780558857,False
2016-07-07 17:00:00,2016-07-07 17:45:00,L,-455.2736670121718,False
2016-07-07 18:15:00,2016-07-07 18:30:00,L,-453.90784601113535,False
2016-07-08 07:45:00,2016-07-08 13:00:00,L,-452.54612247310195,False
2016-07-11 06:30:00,2016-07-11 07:00:00,L,-451.1884841056826,False
2016-07-11 10:00:00,2016-07-11 13:00:00,L,-449.83491865336555,False
2016-07-11 13:30:00,2016-07-11 17:45:00,L,-448.48541389740546,False
2016-07-22 20:00:00,2016-07-25 01:00:00,S,2666.9119577387783,True
2016-07-25 11:30:00,2016-07-25 12:15:00,S,-455.14069352892955,False
2016-07-25 12:30:00,2016-07-25 16:00:00,S,-453.7752714483428,False
2016-07-25 16:30:00,2016-07-25 23:30:00,S,1322.1211580405252,True
2016-07-26 07:15:00,2016-07-26 07:30:00,S,-456.3803091081194,False
2016-07-26 08:00:00,2016-07-26 14:00:00,S,411.15740227695375,True
2016-07-26 18:00:00,2016-07-27 01:00:00,S,1568.3276988270616,True
2016-07-28 17:45:00,2016-07-29 02:45:00,L,550.6180536000774,True
2016-07-29 09:30:00,2016-07-29 12:30:00,L,2313.0073882245365,True
2016-08-01 07:00:00,2016-08-01 10:00:00,L,913.2946240225518,True
2016-08-01 12:30:00,2016-08-01 13:15:00,L,-472.2803836816486,False
2016-08-01 13:45:00,2016-08-01 17:45:00,L,1643.184563412905,True
2016-08-03 09:45:00,2016-08-03 14:00:00,L,-475.79309622084236,False
2016-08-03 15:00:00,2016-08-03 18:00:00,L,-206.95101675514354,False
2016-08-04 08:15:00,2016-08-04 14:00:00,L,2368.7243194095718,True
2016-08-10 08:15:00,2016-08-10 12:15:00,L,636.5999844301213,True
2016-08-10 15:30:00,2016-08-10 19:30:00,L,154.47386596281447,True
2016-08-16 13:45:00,2016-08-16 17:45:00,L,1262.6477619649304,True
2016-08-18 09:30:00,2016-08-18 14:30:00,L,278.814226310334,True
2016-08-22 10:30:00,2016-08-22 10:45:00,S,-487.84864435614776,False
