month_end,equity_end,return_pct,max_dd_pct,worst_day_pct,n_trades,wr_pct,obj_m,obj_dd,obj_wd,obj_tpm,passes
2018-10,356207.4100,10.4000,-2.1137,-0.8973,32,43.7500,True,True,True,True,True
2018-11,347954.5200,-2.3169,-2.3580,-0.7187,18,27.7778,False,True,True,True,False
2018-12,378018.8800,8.6403,-2.1986,-1.4910,34,44.1176,True,True,True,True,True
2019-01,405668.1300,7.3143,-1.1946,-0.3000,26,57.6923,True,True,True,True,True
2019-02,423951.2900,4.5069,-1.1946,-1.1946,20,40.0000,True,True,True,True,True
2019-03,449182.4800,5.9514,-2.1078,-0.7083,24,45.8333,True,True,True,True,True
2019-04,450536.3200,0.3014,-2.4256,-1.0257,29,37.9310,False,True,True,True,False
2019-05,455610.3300,1.1262,-1.1946,-1.1946,23,30.4348,False,True,True,True,False
2019-06,463159.9100,1.6570,-1.5705,-0.8973,28,39.2857,False,True,True,True,False
2019-07,467766.7000,0.9946,-2.2692,-0.8973,20,30.0000,False,True,True,True,False
2019-08,493010.8700,5.3967,-1.0234,-0.8973,21,52.3810,True,True,True,True,True
2019-09,503822.2700,2.1929,-3.8096,-1.1946,30,26.6667,True,True,True,True,True
2019-10,532809.5700,5.7535,-2.0744,-0.8973,30,43.3333,True,True,True,True,True
2019-11,525024.7800,-1.4611,-4.3466,-1.4910,39,20.5128,False,True,True,True,False
2019-12,541607.0900,3.1584,-1.6618,-1.4910,37,29.7297,True,True,True,True,True
2020-01,567845.3600,4.8445,-1.4829,-0.7469,30,43.3333,True,True,True,True,True
2020-02,575086.2300,1.2751,-2.3784,-1.1946,20,35.0000,False,True,True,True,False
2020-03,650726.2600,13.1528,-0.8973,-0.5991,27,59.2593,True,True,True,True,True
2020-04,677801.6100,4.1608,-1.0070,-0.5991,19,47.3684,True,True,True,True,True
2020-05,688248.4300,1.5413,-0.7866,-0.5991,11,45.4545,False,True,True,True,False
2020-06,699395.7900,1.6197,-1.7866,-1.1946,34,26.4706,False,True,True,True,False
2020-07,727779.1300,4.0583,-1.9420,-0.5991,30,40.0000,True,True,True,True,True
2020-08,750689.5800,3.1480,-2.0602,-1.1946,26,42.3077,True,True,True,True,True
2020-09,790407.7600,5.2909,-1.5582,-0.5991,31,41.9355,True,True,True,True,True
2020-10,843763.0100,6.7503,-1.9757,-0.8973,25,44.0000,True,True,True,True,True
2020-11,885195.6800,4.9105,-0.9439,-0.8973,31,41.9355,True,True,True,True,True
2020-12,920500.2700,3.9883,-1.4910,-0.8973,28,39.2857,True,True,True,True,True
2021-01,974991.6000,5.9198,-1.7866,-1.1946,32,37.5000,True,True,True,True,True
2021-02,977939.9600,0.3024,-1.9036,-1.1946,17,29.4118,False,True,True,True,False
2021-03,959467.5500,-1.8889,-3.2396,-1.4910,34,23.5294,False,True,True,True,False
2021-04,955803.0100,-0.3819,-2.8268,-1.1946,23,26.0870,False,True,True,True,False
2021-05,1079470.2600,12.9386,-0.8973,-0.5100,41,48.7805,True,True,True,True,True
2021-06,1097842.8000,1.7020,-1.8394,-0.8973,39,35.8974,False,True,True,True,False
2021-07,1122684.4500,2.2628,-2.6168,-1.1946,22,31.8182,True,True,True,True,True
2021-08,1161421.9500,3.4504,-2.4372,-1.4910,35,34.2857,True,True,True,True,True
2021-09,1237041.6700,6.5110,-1.4916,-1.1946,33,36.3636,True,True,True,True,True
2021-10,1291785.9100,4.4254,-1.0834,-0.5991,19,47.3684,True,True,True,True,True
2021-11,1372668.7400,6.2613,-2.3750,-1.4910,37,32.4324,True,True,True,True,True
2021-12,1399023.0800,1.9199,-1.3595,-0.7918,24,37.5000,False,True,True,True,False
2022-01,1524073.0400,8.9384,-1.4910,-1.4910,32,40.6250,True,True,True,True,True
2022-02,1589044.1400,4.2630,-2.5907,-0.8973,23,34.7826,True,True,True,True,True
2022-03,1748585.5500,10.0401,-1.4910,-1.4910,29,48.2759,True,True,True,True,True
2022-04,1891251.8000,8.1590,-1.7866,-0.8973,35,42.8571,True,True,True,True,True
2022-05,1884464.0100,-0.3589,-2.3032,-0.8973,22,27.2727,False,True,True,True,False
